cpu,cpu_freq,date,gpu,gpu_freq,score,type_name
AMD Ryzen 9 3950X ,"4,400 MHz ",May 14 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,130 MHz ",12735,Time Spy (1.0) by anissastacy
AMD Ryzen 9 3900X ,"3,800 MHz ",August 15 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12734,Time Spy (1.0) by Dracal2002
AMD Ryzen 9 3900X ,"3,800 MHz ",September 30 2019,NVidia Corporation NVIDIA GeForce RTX 2080 ,"2,100 MHz ",12734,Time Spy (1.0) by Rannaa
Intel Core i9-9900K Processor ,"3,600 MHz ",October 25 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,160 MHz ",12732,Time Spy (1.0) by MiniOh
AMD Ryzen 9 3900X ,"3,800 MHz ",January 14 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12732,Time Spy (1.0) by Hellraizzor
AMD Ryzen 9 3900X ,"3,800 MHz ",September 30 2019,NVidia Corporation NVIDIA GeForce RTX 2080 ,"2,100 MHz ",12731,Time Spy (1.0) by Rannaa
AMD Ryzen 9 3900X ,"3,800 MHz ",October 1 2019,NVidia Corporation NVIDIA GeForce RTX 2080 ,"2,115 MHz ",12728,Time Spy (1.0) by Rannaa
Intel Core i9-9900K Processor ,"3,600 MHz ",October 22 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,130 MHz ",12728,Time Spy (1.0) by dennis_dydx
AMD Ryzen 9 3900X ,"4,300 MHz ",December 9 2019,Gainward GmbH NVIDIA GeForce RTX 2080 ,"2,145 MHz ",12727,Time Spy (1.0) by Hintro
AMD Ryzen 9 3900X ,"4,300 MHz ",December 10 2019,Gainward GmbH NVIDIA GeForce RTX 2080 ,"2,145 MHz ",12727,Time Spy (1.0) by Hintro
Intel Core i9-10850K Processor ,"3,600 MHz ",September 10 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,145 MHz ",12727,Time Spy (1.2) by KURT COBAIN-2
AMD Ryzen 9 3900X ,"4,300 MHz ",December 9 2019,Gainward GmbH NVIDIA GeForce RTX 2080 ,"2,130 MHz ",12726,Time Spy (1.0) by Hintro
Intel Core i9-10850K Processor ,"3,600 MHz ",September 10 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,145 MHz ",12723,Time Spy (1.2) by KURT COBAIN-2
Intel Core i9-9900KF Processor ,"3,600 MHz ",January 15 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,160 MHz ",12722,Time Spy (1.0) by Roxnemesis
Intel Core i9-9900K Processor ,"3,600 MHz ",January 5 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,160 MHz ",12719,Time Spy (1.0)
Intel Core i9-10850K Processor ,"3,600 MHz ",September 10 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,145 MHz ",12717,Time Spy (1.2) by KURT COBAIN-2
AMD Ryzen 9 3950X ,"3,500 MHz ",June 6 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,130 MHz ",12716,Time Spy (1.0) by anissastacy
Intel Core i9-7940X Processor ,"3,100 MHz ",December 15 2018,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12714,Time Spy (1.0) by hotrod717
AMD Ryzen 9 3900X ,"4,300 MHz ",December 9 2019,Gainward GmbH NVIDIA GeForce RTX 2080 ,"2,145 MHz ",12714,Time Spy (1.0) by Hintro
AMD Ryzen 9 3900X ,"3,793 MHz ",December 14 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12713,Time Spy (1.0) by zimzumz
Intel Core i9-9900K Processor ,"3,600 MHz ",June 6 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,145 MHz ",12713,Time Spy (1.0) by phoenix1978
AMD Ryzen 9 3950X ,"3,535 MHz ",January 1 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,100 MHz ",12712,Time Spy (1.0) by Raifu
Intel Core i9-9900KF Processor ,"3,600 MHz ",May 21 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,145 MHz ",12712,Time Spy (1.0) by Roxnemesis
AMD Ryzen 9 3900X ,"3,867 MHz ",July 22 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,175 MHz ",12712,Time Spy (1.2) by Mr.NiCe
AMD Ryzen 9 3900X ,"3,793 MHz ",January 13 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12711,Time Spy (1.0) by jimj4306
AMD Ryzen 9 3950X ,"3,500 MHz ",March 5 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,070 MHz ",12711,Time Spy (1.0) by SummoneR
AMD Ryzen 9 3900X ,"4,300 MHz ",December 9 2019,Gainward GmbH NVIDIA GeForce RTX 2080 ,"2,130 MHz ",12710,Time Spy (1.0) by Hintro
AMD Ryzen 9 3900X ,"3,793 MHz ",January 11 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12709,Time Spy (1.0) by jimj4306
AMD Ryzen 9 3900X ,"3,793 MHz ",September 15 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,160 MHz ",12708,Time Spy (1.0) by Biggles-3482
Intel Core i9-9900K Processor ,"3,600 MHz ",June 6 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,145 MHz ",12708,Time Spy (1.0) by phoenix1978
AMD Ryzen 9 3950X ,"3,500 MHz ",June 8 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,130 MHz ",12708,Time Spy (1.0) by anissastacy
AMD Ryzen 9 3950X ,"3,500 MHz ",June 8 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,130 MHz ",12707,Time Spy (1.0) by anissastacy
AMD Ryzen 9 3900X ,"4,392 MHz ",February 7 2020,"PNY Technologies, Inc. NVIDIA GeForce RTX 2080 ","2,160 MHz ",12706,Time Spy (1.0) by JuliusCassius
Intel Core i9-9900K Processor ,"3,600 MHz ",October 22 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,160 MHz ",12702,Time Spy (1.0) by MiniOh
Intel Core i9-9900K Processor ,"3,600 MHz ",February 17 2019,NVidia Corporation NVIDIA GeForce RTX 2080 ,"2,070 MHz ",12700,Time Spy (1.0) by delly
Intel Core i9-9900K Processor ,"3,600 MHz ",September 28 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,190 MHz ",12700,Time Spy (1.0) by Ceri.martin
AMD Ryzen 9 3900X ,"3,875 MHz ",July 22 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,175 MHz ",12700,Time Spy (1.2) by Mr.NiCe
AMD Ryzen 9 3900X ,"4,392 MHz ",February 7 2020,"PNY Technologies, Inc. NVIDIA GeForce RTX 2080 ","2,160 MHz ",12699,Time Spy (1.0) by JuliusCassius
Intel Core i9-9900K Processor ,"3,600 MHz ",June 13 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,145 MHz ",12699,Time Spy (1.0) by phoenix1978
Intel Core i9-9900K Processor ,"3,600 MHz ",March 16 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,160 MHz ",12698,Time Spy (1.0) by VIRAL
AMD Ryzen 9 3900X ,"4,300 MHz ",December 9 2019,Gainward GmbH NVIDIA GeForce RTX 2080 ,"2,130 MHz ",12697,Time Spy (1.0) by Hintro
AMD Ryzen 9 3900X ,"3,793 MHz ",January 13 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12696,Time Spy (1.0) by jimj4306
AMD Ryzen 9 3900X ,"4,300 MHz ",December 9 2019,Gainward GmbH NVIDIA GeForce RTX 2080 ,"2,130 MHz ",12694,Time Spy (1.0) by Hintro
AMD Ryzen 9 3900X ,"3,793 MHz ",January 11 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12694,Time Spy (1.0) by jimj4306
AMD Ryzen 9 3900X ,"3,793 MHz ",January 14 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12694,Time Spy (1.0) by jimj4306
AMD Ryzen 9 3900X ,"3,793 MHz ",September 15 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,145 MHz ",12693,Time Spy (1.0) by Biggles-3482
AMD Ryzen 9 3900X ,"3,793 MHz ",January 12 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12693,Time Spy (1.0) by jimj4306
AMD Ryzen 9 3950X ,"4,350 MHz ",April 28 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,145 MHz ",12692,Time Spy (1.0) by anissastacy
AMD Ryzen 9 3950X ,"4,600 MHz ",July 20 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,070 MHz ",12691,Time Spy (1.2) by OVIZ Hardware Lab
AMD Ryzen 9 3900X ,"4,300 MHz ",December 9 2019,Gainward GmbH NVIDIA GeForce RTX 2080 ,"2,130 MHz ",12690,Time Spy (1.0) by Hintro
AMD Ryzen 9 3950X ,"3,535 MHz ",December 29 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,085 MHz ",12689,Time Spy (1.0) by Raifu
AMD Ryzen 9 3900X ,"3,793 MHz ",January 11 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12687,Time Spy (1.0) by jimj4306
Intel Core i9-9900K Processor ,"3,600 MHz ",December 26 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12686,Time Spy (1.0)
AMD Ryzen 9 3900X ,"3,800 MHz ",September 30 2019,NVidia Corporation NVIDIA GeForce RTX 2080 ,"2,085 MHz ",12684,Time Spy (1.0) by Rannaa
AMD Ryzen 9 3900X ,"3,800 MHz ",February 28 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12683,Time Spy (1.0) by Hellraizzor
AMD Ryzen 9 3900X ,"4,392 MHz ",February 7 2020,"PNY Technologies, Inc. NVIDIA GeForce RTX 2080 ","2,145 MHz ",12681,Time Spy (1.0) by JuliusCassius
Intel Core i9-9900KF Processor ,"3,600 MHz ",January 15 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,160 MHz ",12679,Time Spy (1.0) by Roxnemesis
Intel Core i9-7940X Processor ,"3,100 MHz ",February 2 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12677,Time Spy (1.0) by hotrod717
AMD Ryzen 9 3900X ,"3,793 MHz ",January 9 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12677,Time Spy (1.0) by jimj4306
AMD Ryzen 9 3900X ,"3,793 MHz ",January 9 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12677,Time Spy (1.0) by jimj4306
AMD Ryzen 9 3950X ,"3,535 MHz ",December 31 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,085 MHz ",12676,Time Spy (1.0) by Raifu
AMD Ryzen 9 3900X ,"3,800 MHz ",January 4 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12676,Time Spy (1.0) by Hellraizzor
Intel Core i9-9900K Processor ,"3,600 MHz ",June 12 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,130 MHz ",12676,Time Spy (1.0) by phoenix1978
AMD Ryzen 9 3900X ,"3,800 MHz ",September 30 2019,NVidia Corporation NVIDIA GeForce RTX 2080 ,"2,100 MHz ",12675,Time Spy (1.0) by Rannaa
AMD Ryzen 9 3900X ,"4,300 MHz ",December 10 2019,Gainward GmbH NVIDIA GeForce RTX 2080 ,"2,130 MHz ",12674,Time Spy (1.0) by Hintro
AMD Ryzen 9 3950X ,"3,535 MHz ",December 31 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,100 MHz ",12674,Time Spy (1.0) by Raifu
AMD Ryzen 9 3900X ,"4,300 MHz ",December 9 2019,Gainward GmbH NVIDIA GeForce RTX 2080 ,"2,130 MHz ",12671,Time Spy (1.0) by Hintro
AMD Ryzen 9 3900X ,"3,793 MHz ",January 9 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12669,Time Spy (1.0) by jimj4306
AMD Ryzen 9 3900X ,"3,800 MHz ",February 28 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12669,Time Spy (1.0) by Hellraizzor
AMD Ryzen 9 3950X ,"3,500 MHz ",June 6 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,145 MHz ",12669,Time Spy (1.0) by anissastacy
Intel Core i9-9900K Processor ,"3,600 MHz ",June 12 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,130 MHz ",12669,Time Spy (1.0) by phoenix1978
AMD Ryzen 9 3900X ,"3,793 MHz ",September 15 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,130 MHz ",12667,Time Spy (1.0) by Biggles-3482
AMD Ryzen 9 3900X ,"3,793 MHz ",January 8 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12667,Time Spy (1.0) by jimj4306
AMD Ryzen 9 3900X ,"3,793 MHz ",January 11 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12667,Time Spy (1.0) by jimj4306
AMD Ryzen 9 3900X ,"3,793 MHz ",January 11 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12666,Time Spy (1.0) by jimj4306
Intel Core i9-9900K Processor ,"3,600 MHz ",June 12 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,070 MHz ",12665,Time Spy (1.0) by yuyijun22
AMD Ryzen 9 3900X ,"4,300 MHz ",December 9 2019,Gainward GmbH NVIDIA GeForce RTX 2080 ,"2,130 MHz ",12665,Time Spy (1.0) by Hintro
AMD Ryzen 9 3900X ,"3,793 MHz ",January 8 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12665,Time Spy (1.0) by jimj4306
Intel Core i9-9900K Processor ,"3,600 MHz ",June 12 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,070 MHz ",12662,Time Spy (1.0) by yuyijun22
AMD Ryzen 9 3900X ,"4,300 MHz ",December 9 2019,Gainward GmbH NVIDIA GeForce RTX 2080 ,"2,130 MHz ",12662,Time Spy (1.0) by Hintro
AMD Ryzen 9 3900X ,"3,793 MHz ",January 10 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,130 MHz ",12661,Time Spy (1.0) by jimj4306
AMD Ryzen 9 3900X ,"3,793 MHz ",January 13 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12661,Time Spy (1.0) by jimj4306
AMD Ryzen 9 3950X ,"3,535 MHz ",December 31 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,100 MHz ",12660,Time Spy (1.0) by Raifu
AMD Ryzen 9 3950X ,"3,500 MHz ",June 6 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,130 MHz ",12660,Time Spy (1.0) by anissastacy
Intel Core i9-9900K Processor ,"3,600 MHz ",June 12 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,130 MHz ",12660,Time Spy (1.0) by phoenix1978
AMD Ryzen 9 3900X ,"3,793 MHz ",August 8 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,145 MHz ",12659,Time Spy (1.0) by Biggles-3482
AMD Ryzen 9 3900X ,"3,793 MHz ",January 13 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12658,Time Spy (1.0) by jimj4306
AMD Ryzen 9 3950X ,"4,367 MHz ",April 25 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,145 MHz ",12658,Time Spy (1.0) by anissastacy
AMD Ryzen 9 3950X ,"4,367 MHz ",April 25 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,145 MHz ",12658,Time Spy (1.0) by anissastacy
Intel Core i9-10850K Processor ,"3,600 MHz ",September 8 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,130 MHz ",12658,Time Spy (1.2) by KURT COBAIN-2
AMD Ryzen 9 3900X ,"3,793 MHz ",January 8 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12657,Time Spy (1.0) by jimj4306
Intel Core i9-9900K Processor ,"3,600 MHz ",June 12 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,130 MHz ",12657,Time Spy (1.0) by phoenix1978
AMD Ryzen 9 3900X ,"3,800 MHz ",August 2 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,130 MHz ",12656,Time Spy (1.0) by mr eprocess | BitSkins.com
Intel Core i9-9900K Processor ,"3,600 MHz ",September 20 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,145 MHz ",12656,Time Spy (1.0)
Intel Core i9-7940X Processor ,"3,100 MHz ",January 26 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12655,Time Spy (1.0) by hotrod717
AMD Ryzen 9 3900X ,"3,793 MHz ",January 8 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12654,Time Spy (1.0) by jimj4306
AMD Ryzen 9 3900X ,"3,800 MHz ",March 1 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12654,Time Spy (1.0) by Hellraizzor
AMD Ryzen 9 3950X ,"4,367 MHz ",April 25 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,145 MHz ",12653,Time Spy (1.0) by anissastacy
Intel Core i9-9900K Processor ,"3,600 MHz ",June 12 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,145 MHz ",12652,Time Spy (1.0) by phoenix1978
AMD Ryzen 9 3900X ,"3,793 MHz ",January 8 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12651,Time Spy (1.0) by jimj4306
AMD Ryzen 9 3900X ,"3,793 MHz ",January 11 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12651,Time Spy (1.0) by jimj4306
AMD Ryzen 9 3900X ,"3,793 MHz ",October 8 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12650,Time Spy (1.0) by Cruizerman
AMD Ryzen 9 3950X ,"4,367 MHz ",April 25 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,145 MHz ",12650,Time Spy (1.0) by anissastacy
Intel Core i9-9900K Processor ,"3,600 MHz ",June 8 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,160 MHz ",12649,Time Spy (1.0) by yuyijun22
AMD Ryzen 9 3900X ,"3,793 MHz ",January 8 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12649,Time Spy (1.0) by jimj4306
AMD Ryzen 9 3900X ,"3,800 MHz ",December 12 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,100 MHz ",12648,Time Spy (1.0) by zimzumz
Intel Core i9-9900K Processor ,"3,600 MHz ",March 9 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,130 MHz ",12648,Time Spy (1.0) by �| frosty
Intel Core i9-9940X Processor ,"3,312 MHz ",July 27 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,145 MHz ",12647,Time Spy (1.0) by sure.
AMD Ryzen 9 3950X ,"4,367 MHz ",April 25 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,145 MHz ",12647,Time Spy (1.0) by anissastacy
AMD Ryzen 9 3950X ,"4,392 MHz ",April 28 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,145 MHz ",12647,Time Spy (1.0) by anissastacy
AMD Ryzen 9 3900X ,"3,800 MHz ",December 17 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,130 MHz ",12646,Time Spy (1.0) by StrikerZR1
AMD Ryzen 9 3900X ,"3,793 MHz ",January 8 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12646,Time Spy (1.0) by jimj4306
AMD Ryzen 9 3900X ,"3,793 MHz ",January 11 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12645,Time Spy (1.0) by jimj4306
AMD Ryzen 9 3950X ,"4,500 MHz ",July 19 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,070 MHz ",12645,Time Spy (1.2) by OVIZ Hardware Lab
AMD Ryzen 9 3900X ,"3,800 MHz ",December 12 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,115 MHz ",12644,Time Spy (1.0) by zimzumz
AMD Ryzen 9 3950X ,"4,400 MHz ",April 28 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,145 MHz ",12644,Time Spy (1.0) by anissastacy
Intel Core i9-9900K Processor ,"3,600 MHz ",June 12 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,145 MHz ",12644,Time Spy (1.0) by phoenix1978
AMD Ryzen 9 3900X ,"3,800 MHz ",November 10 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,145 MHz ",12643,Time Spy (1.0) by pro-rick
Intel Core i9-9900K Processor ,"3,600 MHz ",February 18 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,130 MHz ",12643,Time Spy (1.0) by �| frosty
AMD Ryzen 9 3900X ,"4,300 MHz ",December 9 2019,Gainward GmbH NVIDIA GeForce RTX 2080 ,"2,130 MHz ",12642,Time Spy (1.0) by Hintro
AMD Ryzen 9 3950X ,"4,367 MHz ",April 25 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,145 MHz ",12642,Time Spy (1.0) by anissastacy
Intel Core i9-9900K Processor ,"3,600 MHz ",June 5 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12641,Time Spy (1.0) by dirceura
AMD Ryzen 9 3900X ,"3,800 MHz ",December 17 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,145 MHz ",12641,Time Spy (1.0) by StrikerZR1
AMD Ryzen 9 3950X ,"3,493 MHz ",March 27 2020,Galax NVIDIA GeForce RTX 2080 ,"2,130 MHz ",12641,Time Spy (1.0) by stockton_yan
Intel Core i9-9900K Processor ,"3,600 MHz ",February 7 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,145 MHz ",12640,Time Spy (1.0) by VIRAL
Intel Core i9-9900K Processor ,"3,600 MHz ",March 9 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12640,Time Spy (1.0) by �| frosty
Intel Core i9-7940X Processor ,"3,100 MHz ",December 15 2018,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12639,Time Spy (1.0) by hotrod717
Intel Core i9-9900K Processor ,"3,600 MHz ",October 10 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,160 MHz ",12638,Time Spy (1.0) by M4yd1e
Intel Core i9-9900K Processor ,"3,600 MHz ",March 15 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,130 MHz ",12637,Time Spy (1.0) by VIRAL
Intel Core i9-7980XE Processor ,"2,592 MHz ",September 26 2018,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12635,Time Spy (1.0) by Bruno | ReviewClocker
AMD Ryzen 9 3950X ,"3,493 MHz ",December 28 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,085 MHz ",12635,Time Spy (1.0) by Raifu
Intel Core i9-9900K Processor ,"3,600 MHz ",December 24 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12633,Time Spy (1.0)
AMD Ryzen 9 3950X ,"4,392 MHz ",April 27 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,145 MHz ",12633,Time Spy (1.0) by anissastacy
Intel Core i9-9900K Processor ,"3,600 MHz ",May 11 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,160 MHz ",12632,Time Spy (1.0) by M4yd1e
AMD Ryzen 9 3900X ,"4,392 MHz ",February 5 2020,"PNY Technologies, Inc. NVIDIA GeForce RTX 2080 ","2,160 MHz ",12632,Time Spy (1.0) by JuliusCassius
AMD Ryzen 9 3950X ,"4,300 MHz ",May 24 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,130 MHz ",12632,Time Spy (1.0) by reed221833-2
AMD Ryzen 9 3900X ,"3,793 MHz ",January 8 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12631,Time Spy (1.0) by jimj4306
AMD Ryzen 9 3950X ,"4,375 MHz ",May 2 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,145 MHz ",12630,Time Spy (1.0) by anissastacy
AMD Ryzen 9 3900X ,"3,793 MHz ",January 8 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12629,Time Spy (1.0) by jimj4306
Intel Core i9-10900K Processor ,"3,696 MHz ",July 30 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,070 MHz ",12629,Time Spy (1.2) by lyw19890109
AMD Ryzen 9 3900X ,"3,793 MHz ",January 11 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12628,Time Spy (1.0) by jimj4306
AMD Ryzen 9 3900X ,"3,793 MHz ",January 8 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12627,Time Spy (1.0) by jimj4306
Intel Core i9-9900K Processor ,"3,600 MHz ",March 9 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,130 MHz ",12627,Time Spy (1.0) by �| frosty
AMD Ryzen 9 3900X ,"3,793 MHz ",January 12 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12625,Time Spy (1.0) by jimj4306
AMD Ryzen 9 3900X ,"3,800 MHz ",November 10 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,145 MHz ",12624,Time Spy (1.0) by pro-rick
AMD Ryzen 9 3950X ,"3,493 MHz ",December 18 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,085 MHz ",12624,Time Spy (1.0) by Raifu
